"station_id","station_name","date","year","month","highest","mhhw","mhw","msl","mtl","mlw","mllw","dtl","gt","mn","dhq","dlq","hwi","lwi","lowest","inferred"
8726724,"Clearwater Beach",1978-04-01,1978,4,1.545,1.271,1.192,0.908,0.899,0.607,0.454,0.863,0.817,0.585,0.079,0.152,4.82,10.77,0.238,0
8726724,"Clearwater Beach",1978-05-01,1978,5,1.804,1.323,1.225,0.96,0.957,0.686,0.533,0.927,0.789,0.539,0.098,0.152,5.04,11.27,0.28,0
8726724,"Clearwater Beach",1978-06-01,1978,6,1.658,1.353,1.234,0.963,0.957,0.683,0.521,0.939,0.832,0.552,0.119,0.162,4.6,11.31,0.35,0
8726724,"Clearwater Beach",1978-07-01,1978,7,1.548,1.417,1.301,1.012,1.006,0.71,0.576,0.997,0.841,0.591,0.116,0.134,4.92,11.28,0.402,13
8726724,"Clearwater Beach",1978-08-01,1978,8,NA,1.384,1.286,0.981,0.975,0.664,0.485,0.933,0.899,0.622,0.098,0.18,NA,NA,NA,11
8726724,"Clearwater Beach",1978-09-01,1978,9,NA,1.42,1.341,1.039,1.033,0.725,0.597,1.009,0.823,0.616,0.079,0.128,NA,NA,NA,11
8726724,"Clearwater Beach",1978-10-01,1978,10,1.643,1.42,1.35,1.064,1.058,0.768,0.649,1.036,0.771,0.582,0.07,0.119,4.42,10.6,0.421,0
8726724,"Clearwater Beach",1978-11-01,1978,11,1.698,1.393,1.308,1.021,1.021,0.732,0.567,0.981,0.826,0.576,0.085,0.165,4.31,10.48,0.344,0
8726724,"Clearwater Beach",1978-12-01,1978,12,1.57,1.28,1.146,0.872,0.866,0.582,0.399,0.841,0.881,0.564,0.134,0.183,4.34,10.48,0.146,1
8726724,"Clearwater Beach",1979-01-01,1979,1,1.704,1.286,1.161,0.863,0.853,0.546,0.375,0.829,0.911,0.616,0.125,0.171,4.23,10.36,-0.07,1
8726724,"Clearwater Beach",1979-02-01,1979,2,1.643,1.21,1.106,0.814,0.805,0.5,0.369,0.789,0.841,0.607,0.104,0.131,4.44,10.49,-0.037,1
8726724,"Clearwater Beach",1979-03-01,1979,3,1.6,1.256,1.17,0.881,0.872,0.576,0.463,0.86,0.792,0.594,0.085,0.113,4.53,10.52,0.265,0
8726724,"Clearwater Beach",1979-04-01,1979,4,1.567,1.314,1.231,0.954,0.945,0.658,0.515,0.914,0.799,0.573,0.082,0.143,4.4,10.54,0.28,0
8726724,"Clearwater Beach",1979-05-01,1979,5,1.503,1.311,1.216,0.927,0.924,0.631,0.466,0.89,0.844,0.585,0.094,0.165,4.53,10.56,0.174,0
8726724,"Clearwater Beach",1979-06-01,1979,6,1.57,1.326,1.219,0.936,0.93,0.64,0.472,0.899,0.853,0.579,0.107,0.168,4.48,10.57,0.25,0
8726724,"Clearwater Beach",1979-07-01,1979,7,1.695,1.39,1.283,1.003,0.997,0.71,0.579,0.985,0.811,0.573,0.107,0.131,5.16,11.15,0.296,0
8726724,"Clearwater Beach",1979-08-01,1979,8,1.655,1.439,1.332,1.045,1.039,0.747,0.637,1.036,0.802,0.585,0.107,0.11,NA,NA,0.375,1
8726724,"Clearwater Beach",1979-09-01,1979,9,1.841,1.46,1.384,1.094,1.088,0.792,0.701,1.079,0.759,0.591,0.076,0.091,4.79,10.02,0.433,1
8726724,"Clearwater Beach",1979-10-01,1979,10,1.542,1.347,1.277,0.997,0.991,0.707,0.585,0.966,0.762,0.57,0.07,0.122,4.28,10.35,0.363,0
8726724,"Clearwater Beach",1979-11-01,1979,11,1.521,1.28,1.204,0.936,0.93,0.652,0.503,0.89,0.774,0.549,0.076,0.149,4.5,10.51,0.198,0
8726724,"Clearwater Beach",1979-12-01,1979,12,1.57,1.259,1.146,0.866,0.86,0.573,0.396,0.829,0.863,0.573,0.113,0.177,4.6,10.75,-0.009,1
8726724,"Clearwater Beach",1980-01-01,1980,1,NA,1.301,1.192,0.914,0.908,0.628,0.475,0.89,0.826,0.564,0.11,0.152,NA,NA,NA,11
8726724,"Clearwater Beach",1980-02-01,1980,2,1.683,1.244,1.137,0.86,0.856,0.576,0.448,0.847,0.796,0.561,0.107,0.131,NA,NA,0.125,0
8726724,"Clearwater Beach",1980-03-01,1980,3,1.661,1.225,1.164,0.856,0.86,0.555,0.433,0.829,0.792,0.61,0.061,0.119,NA,NA,0.009,0
8726724,"Clearwater Beach",1980-04-01,1980,4,1.6,1.262,1.192,0.914,0.908,0.622,0.482,0.872,0.78,0.57,0.07,0.14,4.47,10.58,0.189,0
8726724,"Clearwater Beach",1980-05-01,1980,5,1.509,1.332,1.231,0.951,0.945,0.658,0.494,0.914,0.838,0.573,0.101,0.168,4.36,10.54,0.244,0
8726724,"Clearwater Beach",1980-06-01,1980,6,1.536,1.362,1.241,0.954,0.951,0.664,0.469,0.914,0.893,0.576,0.125,0.195,4.41,10.45,0.155,0
8726724,"Clearwater Beach",1980-07-01,1980,7,1.576,1.362,1.25,0.96,0.954,0.661,0.509,0.936,0.853,0.588,0.113,0.152,4.34,10.51,0.296,0
8726724,"Clearwater Beach",1980-08-01,1980,8,1.628,1.35,1.247,0.969,0.96,0.674,0.564,0.957,0.786,0.573,0.104,0.11,4.44,10.56,0.39,0
8726724,"Clearwater Beach",1980-09-01,1980,9,1.6,1.375,1.292,1.015,1.006,0.716,0.61,0.994,0.765,0.576,0.082,0.11,4.36,10.36,0.463,0
8726724,"Clearwater Beach",1980-10-01,1980,10,1.518,1.277,1.21,0.939,0.927,0.643,0.512,0.896,0.765,0.567,0.067,0.131,4.24,10.34,0.113,0
8726724,"Clearwater Beach",1980-11-01,1980,11,1.551,1.314,1.225,0.957,0.951,0.677,0.515,0.914,0.799,0.552,0.088,0.158,4.39,10.48,0.024,0
8726724,"Clearwater Beach",1980-12-01,1980,12,1.469,1.241,1.122,0.856,0.85,0.579,0.421,0.829,0.82,0.543,0.116,0.158,4.36,10.48,0.018,0
8726724,"Clearwater Beach",1981-01-01,1981,1,1.612,1.18,1.055,0.78,0.774,0.497,0.344,0.762,0.835,0.555,0.128,0.152,NA,NA,-0.137,0
8726724,"Clearwater Beach",1981-02-01,1981,2,1.405,1.186,1.097,0.796,0.799,0.503,0.366,0.774,0.817,0.591,0.088,0.137,NA,NA,-0.046,0
8726724,"Clearwater Beach",1981-03-01,1981,3,1.85,1.234,1.128,0.847,0.841,0.555,0.411,0.823,0.82,0.57,0.107,0.143,4.52,10.42,0.198,0
8726724,"Clearwater Beach",1981-04-01,1981,4,1.39,1.234,1.167,0.878,0.872,0.576,0.439,0.835,0.796,0.591,0.07,0.137,NA,NA,0.082,0
8726724,"Clearwater Beach",1981-05-01,1981,5,1.719,1.314,1.234,0.942,0.939,0.64,0.475,0.896,0.838,0.591,0.082,0.165,NA,NA,0.259,0
8726724,"Clearwater Beach",1981-06-01,1981,6,1.524,1.344,1.231,0.951,0.942,0.655,0.472,0.908,0.872,0.576,0.113,0.183,4.32,10.39,0.165,0
8726724,"Clearwater Beach",1981-07-01,1981,7,1.664,1.408,1.274,0.988,0.981,0.689,0.521,0.963,0.887,0.585,0.134,0.168,4.38,10.51,0.311,0
8726724,"Clearwater Beach",1981-08-01,1981,8,1.667,1.381,1.259,0.988,0.978,0.698,0.57,0.975,0.811,0.561,0.122,0.128,4.42,10.36,0.375,0
8726724,"Clearwater Beach",1981-09-01,1981,9,1.561,1.366,1.271,1.003,0.997,0.719,0.613,0.988,0.75,0.552,0.091,0.107,4.2,10.3,0.408,0
8726724,"Clearwater Beach",1981-10-01,1981,10,1.612,1.292,1.216,0.954,0.948,0.677,0.546,0.92,0.747,0.543,0.073,0.131,NA,NA,0.241,0
8726724,"Clearwater Beach",1981-11-01,1981,11,1.868,1.356,1.256,0.985,0.981,0.71,0.536,0.945,0.823,0.546,0.104,0.174,4.44,10.38,0.155,0
8726724,"Clearwater Beach",1981-12-01,1981,12,1.582,1.25,1.113,0.853,0.844,0.576,0.393,0.823,0.856,0.536,0.137,0.183,4.21,10.26,0.027,0
8726724,"Clearwater Beach",1982-01-01,1982,1,1.49,1.195,1.073,0.802,0.796,0.521,0.351,0.774,0.844,0.552,0.125,0.171,4.49,10.39,-0.058,0
8726724,"Clearwater Beach",1982-02-01,1982,2,1.436,1.21,1.119,0.838,0.829,0.536,0.369,0.789,0.838,0.582,0.088,0.168,NA,NA,-0.049,0
8726724,"Clearwater Beach",1982-03-01,1982,3,1.658,1.253,1.158,0.869,0.856,0.555,0.424,0.838,0.832,0.604,0.094,0.131,NA,NA,-0.04,0
8726724,"Clearwater Beach",1982-04-01,1982,4,1.576,1.25,1.149,0.866,0.866,0.579,0.421,0.835,0.829,0.57,0.101,0.158,4.44,10.45,0.107,0
8726724,"Clearwater Beach",1982-05-01,1982,5,1.521,1.28,1.186,0.899,0.89,0.594,0.439,0.86,0.844,0.591,0.094,0.158,NA,NA,0.14,0
8726724,"Clearwater Beach",1982-06-01,1982,6,2.106,1.369,1.25,0.972,0.972,0.695,0.512,0.942,0.856,0.555,0.119,0.183,4.38,10.43,0.247,0
8726724,"Clearwater Beach",1982-07-01,1982,7,1.606,1.332,1.204,0.936,0.927,0.652,0.472,0.902,0.863,0.552,0.128,0.18,4.44,10.46,0.192,0
8726724,"Clearwater Beach",1982-08-01,1982,8,1.817,1.366,1.237,0.963,0.957,0.677,0.527,0.945,0.838,0.561,0.128,0.149,4.43,10.37,0.351,0
8726724,"Clearwater Beach",1982-09-01,1982,9,1.567,1.396,1.292,1.009,1.003,0.71,0.594,0.994,0.802,0.585,0.101,0.116,4.33,10.44,0.375,0
8726724,"Clearwater Beach",1982-10-01,1982,10,1.554,1.369,1.305,1.03,1.024,0.741,0.619,0.994,0.753,0.564,0.064,0.122,NA,NA,0.387,0
8726724,"Clearwater Beach",1982-11-01,1982,11,1.689,1.369,1.277,1.003,0.997,0.719,0.539,0.954,0.832,0.558,0.094,0.18,4.27,10.44,-0.037,0
8726724,"Clearwater Beach",1982-12-01,1982,12,1.728,1.369,1.253,0.978,0.975,0.695,0.485,0.927,0.884,0.558,0.116,0.21,4.15,10.33,0.128,0
8726724,"Clearwater Beach",1983-01-01,1983,1,1.618,1.317,1.192,0.917,0.908,0.625,0.433,0.875,0.884,0.567,0.125,0.189,4.42,10.48,0.125,0
8726724,"Clearwater Beach",1983-02-01,1983,2,1.689,1.301,1.189,0.911,0.908,0.628,0.463,0.884,0.838,0.558,0.116,0.165,NA,NA,-0.094,0
8726724,"Clearwater Beach",1983-03-01,1983,3,1.82,1.359,1.265,0.972,0.969,0.674,0.543,0.951,0.817,0.588,0.094,0.131,NA,NA,0.165,0
8726724,"Clearwater Beach",1983-04-01,1983,4,1.716,1.305,1.21,0.911,0.905,0.604,0.463,0.884,0.841,0.607,0.094,0.14,NA,NA,0.198,0
8726724,"Clearwater Beach",1983-05-01,1983,5,1.585,1.356,1.253,0.972,0.969,0.689,0.5,0.927,0.86,0.564,0.104,0.189,NA,NA,0.293,0
8726724,"Clearwater Beach",1983-06-01,1983,6,1.524,1.366,1.237,0.96,0.957,0.677,0.475,0.92,0.887,0.561,0.125,0.201,4.44,10.4,0.155,0
8726724,"Clearwater Beach",1983-07-01,1983,7,1.579,1.369,1.241,0.966,0.963,0.686,0.506,0.936,0.863,0.555,0.128,0.18,4.25,10.54,0.162,0
8726724,"Clearwater Beach",1983-08-01,1983,8,1.618,1.378,1.256,0.978,0.972,0.689,0.546,0.96,0.832,0.567,0.119,0.143,4.43,10.5,0.277,0
8726724,"Clearwater Beach",1983-09-01,1983,9,1.71,1.39,1.283,1.003,0.997,0.707,0.57,0.981,0.82,0.576,0.107,0.137,4.42,10.36,0.378,0
8726724,"Clearwater Beach",1983-10-01,1983,10,1.664,1.426,1.344,1.058,1.049,0.756,0.613,1.018,0.814,0.588,0.082,0.143,NA,NA,0.32,0
8726724,"Clearwater Beach",1983-11-01,1983,11,1.92,1.426,1.329,1.052,1.045,0.765,0.604,1.015,0.823,0.564,0.098,0.162,NA,NA,0.317,0
8726724,"Clearwater Beach",1983-12-01,1983,12,1.6,1.259,1.128,0.86,0.86,0.591,0.378,0.817,0.878,0.536,0.131,0.21,4.41,10.35,-0.03,0
8726724,"Clearwater Beach",1984-01-01,1984,1,1.646,1.277,1.14,0.856,0.856,0.576,0.36,0.82,0.917,0.567,0.137,0.213,4.49,10.34,-0.052,0
8726724,"Clearwater Beach",1984-02-01,1984,2,1.53,1.234,1.143,0.838,0.82,0.5,0.351,0.792,0.887,0.643,0.091,0.149,NA,NA,0.058,0
8726724,"Clearwater Beach",1984-03-01,1984,3,1.67,1.25,1.177,0.863,0.86,0.539,0.408,0.829,0.841,0.637,0.073,0.134,NA,NA,0.113,0
8726724,"Clearwater Beach",1984-04-01,1984,4,1.512,1.298,1.222,0.924,0.917,0.616,0.479,0.89,0.82,0.607,0.076,0.137,NA,NA,0.165,0
8726724,"Clearwater Beach",1984-05-01,1984,5,1.628,1.317,1.216,0.914,0.911,0.607,0.424,0.869,0.893,0.61,0.101,0.183,NA,NA,0.082,0
8726724,"Clearwater Beach",1984-06-01,1984,6,1.631,1.426,1.283,0.997,0.994,0.704,0.497,0.963,0.93,0.579,0.143,0.207,4.42,10.38,0.198,0
8726724,"Clearwater Beach",1984-07-01,1984,7,1.673,1.448,1.317,1.021,1.012,0.71,0.515,0.981,0.933,0.607,0.131,0.195,4.18,10.36,0.238,0
8726724,"Clearwater Beach",1984-08-01,1984,8,1.582,1.399,1.286,1.006,1,0.713,0.558,0.978,0.838,0.576,0.11,0.152,4.38,10.37,0.213,0
8726724,"Clearwater Beach",1984-09-01,1984,9,1.637,1.423,1.329,1.045,1.033,0.741,0.616,1.021,0.808,0.588,0.094,0.125,NA,NA,0.411,0
8726724,"Clearwater Beach",1984-10-01,1984,10,1.737,1.436,1.353,1.064,1.061,0.768,0.625,1.03,0.811,0.588,0.079,0.143,NA,NA,0.39,0
8726724,"Clearwater Beach",1984-11-01,1984,11,1.67,1.347,1.259,0.994,0.988,0.716,0.564,0.954,0.783,0.539,0.088,0.155,NA,NA,-0.055,0
8726724,"Clearwater Beach",1984-12-01,1984,12,1.536,1.332,1.216,0.948,0.945,0.671,0.463,0.899,0.869,0.549,0.116,0.207,4.3,10.45,0.119,0
8726724,"Clearwater Beach",1985-01-01,1985,1,1.582,1.314,1.173,0.905,0.902,0.631,0.448,0.881,0.866,0.543,0.14,0.183,NA,NA,0.012,0
8726724,"Clearwater Beach",1985-02-01,1985,2,1.588,1.244,1.143,0.841,0.841,0.539,0.384,0.814,0.86,0.604,0.101,0.155,NA,NA,0.07,0
8726724,"Clearwater Beach",1985-03-01,1985,3,1.463,1.244,1.167,0.866,0.85,0.536,0.418,0.829,0.826,0.631,0.076,0.119,NA,NA,0.091,0
8726724,"Clearwater Beach",1985-04-01,1985,4,1.469,1.271,1.186,0.881,0.878,0.567,0.421,0.847,0.85,0.619,0.085,0.146,NA,NA,0.143,0
8726724,"Clearwater Beach",1985-05-01,1985,5,1.515,1.341,1.247,0.951,0.948,0.649,0.466,0.905,0.875,0.594,0.098,0.183,NA,NA,0.177,0
8726724,"Clearwater Beach",1985-06-01,1985,6,1.606,1.378,1.244,0.951,0.954,0.664,0.442,0.908,0.939,0.579,0.137,0.223,4.43,10.41,0.149,0
8726724,"Clearwater Beach",1985-07-01,1985,7,1.661,1.39,1.253,0.966,0.966,0.677,0.485,0.939,0.905,0.576,0.137,0.192,NA,NA,0.162,0
8726724,"Clearwater Beach",1985-08-01,1985,8,2.329,1.487,1.366,1.082,1.067,0.765,0.646,1.067,0.838,0.6,0.119,0.119,NA,NA,0.341,0
8726724,"Clearwater Beach",1985-09-01,1985,9,1.817,1.411,1.311,1.042,1.027,0.747,0.619,1.015,0.792,0.564,0.101,0.128,NA,NA,0.341,0
8726724,"Clearwater Beach",1985-10-01,1985,10,2.027,1.518,1.445,1.134,1.14,0.838,0.68,1.1,0.838,0.607,0.073,0.155,NA,NA,0.405,0
8726724,"Clearwater Beach",1985-11-01,1985,11,1.737,1.411,1.295,1.03,1.024,0.756,0.543,0.978,0.869,0.539,0.116,0.21,4.25,10.28,0.207,0
8726724,"Clearwater Beach",1985-12-01,1985,12,1.884,1.298,1.155,0.887,0.887,0.616,0.399,0.85,0.899,0.539,0.143,0.216,4.38,10.3,-0.04,0
8726724,"Clearwater Beach",1986-01-01,1986,1,1.643,1.228,1.116,0.829,0.826,0.539,0.351,0.789,0.878,0.576,0.113,0.186,4.48,10.41,-0.07,0
8726724,"Clearwater Beach",1986-02-01,1986,2,1.649,1.28,1.201,0.875,0.872,0.543,0.399,0.838,0.881,0.658,0.076,0.143,NA,NA,0.192,0
8726724,"Clearwater Beach",1986-03-01,1986,3,1.585,1.228,1.119,0.802,0.792,0.463,0.323,0.774,0.905,0.652,0.11,0.14,NA,NA,-0.067,0
8726724,"Clearwater Beach",1986-04-01,1986,4,1.622,1.347,1.271,0.951,0.954,0.637,0.457,0.902,0.89,0.634,0.076,0.18,NA,NA,0.268,0
8726724,"Clearwater Beach",1986-05-01,1986,5,1.628,1.442,1.332,1.045,1.042,0.75,0.555,1,0.887,0.582,0.11,0.195,NA,NA,0.216,0
8726724,"Clearwater Beach",1986-06-01,1986,6,1.667,1.436,1.311,1.027,1.024,0.741,0.536,0.985,0.899,0.57,0.125,0.204,4.43,10.41,0.229,0
